zvit_date,registration_area,registration_region,registration_settlement,registration_settlement_lng,registration_settlement_lat,total_susp,total_confirm,total_death,total_recover
2020-05-12,Івано-Франківська,Калуський район,Копанки,24.3908949,49.0879463,5,2,0,0
2020-05-12,Івано-Франківська,Калуський район,Кропивник,24.2623934,49.0309215,7,4,0,1
2020-05-12,Івано-Франківська,Калуський район,Кудлатівка,24.5041631,49.074535,2,0,0,0
2020-05-12,Івано-Франківська,Калуський район,Мислів,24.5003468,49.0056612,5,2,0,1
2020-05-12,Івано-Франківська,Калуський район,Мостище,24.3382414,49.0675642,1,0,0,0
2020-05-12,Івано-Франківська,Калуський район,Негівці,24.3700196,49.1302004,2,0,0,0
2020-05-12,Івано-Франківська,Калуський район,Новиця,24.3344486,48.9612697,27,11,0,3
2020-05-12,Івано-Франківська,Калуський район,Павликівка,24.5216771,49.1027975,1,0,0,0
2020-05-12,Івано-Франківська,Калуський район,Підмихайля,24.4102778,48.9978067,20,5,0,1
2020-05-12,Івано-Франківська,Калуський район,Пійло,24.3065626,49.0049867,15,5,0,1
2020-05-12,Івано-Франківська,Калуський район,Ріп'янка,24.4810536,48.9939326,2,1,0,0
2020-05-12,Івано-Франківська,Калуський район,Сівка-Калуська,24.2905682,49.0246305,5,2,0,0
2020-05-12,Івано-Франківська,Калуський район,Слобідка,24.4997179,49.0835897,1,0,0,0
2020-05-12,Івано-Франківська,Калуський район,Старий Угринів,24.3725767,48.9473707,2,0,0,0
2020-05-12,Івано-Франківська,Калуський район,Студінка,24.4621804,49.0450975,5,1,0,0
2020-05-12,Івано-Франківська,Калуський район,Томашівці,24.4328315,49.1429548,1,0,0,0
2020-05-12,Івано-Франківська,Калуський район,Тужилів,24.254095,48.9845834,5,2,1,0
2020-05-12,Івано-Франківська,Калуський район,Уточнюється,24.4098062,49.1132204,22,5,1,1
2020-05-12,Івано-Франківська,Калуш,Калуш,24.3553939,49.041061,1,0,0,0
2020-05-12,Івано-Франківська,Калуш,Калуш,24.3950384,49.0414259,342,73,4,27
2020-05-12,Івано-Франківська,Коломийський район,Баб'янка,24.8144318,48.7255104,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Богородичин,25.0250902,48.7210847,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Велика Кам'янка,25.0970195,48.6482794,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Виноград,24.7667805,48.7404282,2,1,0,0
2020-05-12,Івано-Франківська,Коломийський район,Ворона,24.8054012,48.7636533,3,2,0,0
2020-05-12,Івано-Франківська,Коломийський район,Гвіздець,25.2828981,48.5768669,5,2,0,1
2020-05-12,Івано-Франківська,Коломийський район,Годи-Добровідка,25.0766196,48.5996144,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Грабич,24.8923018,48.7383577,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Грушів,25.0882093,48.4836177,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Джурків,25.1968196,48.634395,2,1,0,0
2020-05-12,Івано-Франківська,Коломийський район,Загайпіль,25.214166,48.5449015,2,2,0,0
2020-05-12,Івано-Франківська,Коломийський район,Залуччя,25.1624857,48.4836439,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Казанів,25.007786,48.6529397,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Княждвір,24.9213657,48.5608602,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Ковалівка,25.006226,48.434767,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Коломия,25.0412055,48.5304917,87,17,3,5
2020-05-12,Івано-Франківська,Коломийський район,Коршів,25.0257261,48.667484,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Лісний Хлібичин,24.9293099,48.6870849,2,1,0,0
2020-05-12,Івано-Франківська,Коломийський район,Малий Гвіздець,25.2703939,48.5704501,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Марківка,24.8390402,48.4999267,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Матеївці,25.1616737,48.4984887,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Молодилів,24.8576648,48.6808732,2,1,1,0
2020-05-12,Івано-Франківська,Коломийський район,Молодятин,24.8386097,48.5266376,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Нижній Вербіж,25.0136635,48.5102309,1,1,0,0
2020-05-12,Івано-Франківська,Коломийський район,Отинія,24.8560775,48.7359933,7,2,0,0
2020-05-12,Івано-Франківська,Коломийський район,Печеніжин,24.8858948,48.5184268,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Підгайчики,25.1757868,48.5605304,3,1,0,0
2020-05-12,Івано-Франківська,Коломийський район,П'ядики,25.0714844,48.558123,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Раківчик,24.9570968,48.5899361,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Рунгури,24.8670651,48.4801831,2,1,0,0
2020-05-12,Івано-Франківська,Коломийський район,Скопівка,24.89312,48.6847365,1,1,0,0
2020-05-12,Івано-Франківська,Коломийський район,Сопів,24.9843986,48.519666,5,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Спас,25.0435007,48.4474111,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Струпків,24.8251532,48.7096973,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Товмачик,24.8848896,48.5852516,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Торговиця,24.940044,48.737095,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Тростянка,25.1263446,48.488067,2,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Угорники,24.849861,48.724482,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Угорники,24.85052,48.723026,1,0,0,0
2020-05-12,Івано-Франківська,Коломийський район,Ценява,25.124393,48.551161,5,1,0,0
2020-05-12,Івано-Франківська,Коломия,Коломия,25.0864326,48.5218045,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Баня-Березів,24.7656274,48.421074,2,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Великий Рожин,25.0362842,48.2154422,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Вербовець,25.1303679,48.3421373,7,4,0,2
2020-05-12,Івано-Франківська,Косівський район,Кобаки,25.2342293,48.3311722,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Косів,25.082229,48.3135026,30,10,0,5
2020-05-12,Івано-Франківська,Косівський район,Космач,24.8195808,48.3343908,2,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Кривоброди,25.1520427,48.4008892,2,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Кути,25.1738286,48.2629668,6,3,0,0
2020-05-12,Івано-Франківська,Косівський район,Люча,24.8986922,48.4011287,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Нижній Березів,24.8599156,48.4047439,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Пістинь,25.0236993,48.3589549,6,1,0,1
2020-05-12,Івано-Франківська,Косівський район,Рибне,25.2749813,48.3495398,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Річка,24.931158,48.279968,1,1,0,1
2020-05-12,Івано-Франківська,Косівський район,Рожнів,25.2298685,48.3667546,11,1,0,1
2020-05-12,Івано-Франківська,Косівський район,Розтоки,25.1137075,48.18817,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Смодна,25.1416277,48.318263,7,3,0,1
2020-05-12,Івано-Франківська,Косівський район,Соколівка,25.0023289,48.2935649,3,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Старий Косів,25.1167368,48.3187501,8,2,0,1
2020-05-12,Івано-Франківська,Косівський район,Старі Кути,25.1584914,48.2824698,4,1,0,1
2020-05-12,Івано-Франківська,Косівський район,Стопчатів,24.9677313,48.4117669,5,2,0,1
2020-05-12,Івано-Франківська,Косівський район,Тюдів,25.1284327,48.2417232,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Уторопи,24.981939,48.3819076,4,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Уточнюється,24.9937597,48.3181015,5,2,0,0
2020-05-12,Івано-Франківська,Косівський район,Химчин,25.1535571,48.3845781,3,2,0,1
2020-05-12,Івано-Франківська,Косівський район,Черганівка,25.1500635,48.3003636,1,0,0,0
2020-05-12,Івано-Франківська,Косівський район,Шешори,24.9330262,48.3162239,1,0,0,0
2020-05-12,Івано-Франківська,Крихівці,Крихівці,24.6630065,48.9031731,35,11,0,2
2020-05-12,Івано-Франківська,Микитинці,Микитинці,24.7511589,48.9018298,15,7,1,0
2020-05-12,Івано-Франківська,Микуличин,Микуличин,24.6166487,48.4099542,13,3,0,0
2020-05-12,Івано-Франківська,Міжріччя,Міжріччя,23.949244,49.1056309,1,1,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Битків,24.472416,48.6299901,17,4,0,3
2020-05-12,Івано-Франківська,Надворнянський район,Білі Ослави,24.6980542,48.4843454,7,2,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Верхній Майдан,24.6663341,48.6139746,7,1,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Волосів,24.6792578,48.7283618,2,1,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Гаврилівка,24.7205586,48.681582,15,5,0,2
2020-05-12,Івано-Франківська,Надворнянський район,Гвізд,24.544033,48.6803871,23,8,0,2
2020-05-12,Івано-Франківська,Надворнянський район,Делятин,24.6250666,48.5328777,25,7,1,2
2020-05-12,Івано-Франківська,Надворнянський район,Добротів,24.6941129,48.5437485,1,0,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Заріччя,24.6447745,48.5177572,8,2,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Зелена,24.3602001,48.5303054,14,5,0,3
2020-05-12,Івано-Франківська,Надворнянський район,Камінне,24.7078828,48.7592231,3,1,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Красна,24.7005474,48.5688938,7,3,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Лісна Тарновиця,24.6225876,48.6785611,6,3,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Лоєва,24.607333,48.57053,3,1,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Мирне,24.5839006,48.6686854,2,0,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Молодків,24.4959837,48.6579509,6,1,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Надвірна,24.5759679,48.6211999,183,60,5,28
2020-05-12,Івано-Франківська,Надворнянський район,Назавизів,24.5984425,48.670716,9,3,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Парище,24.7001343,48.6595717,4,1,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Пасічна,24.4213533,48.5696843,14,3,0,3
2020-05-12,Івано-Франківська,Надворнянський район,Перерісль,24.636704,48.7006878,9,5,0,1
2020-05-12,Івано-Франківська,Надворнянський район,Пнів,24.5234182,48.6144697,8,4,1,1
2020-05-12,Івано-Франківська,Надворнянський район,Саджавка,24.7935034,48.5689374,1,0,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Середній Майдан,24.7547903,48.6364232,2,0,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Стримба,24.5778847,48.5981355,7,1,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Тисменичани,24.6658752,48.7687947,17,5,0,2
2020-05-12,Івано-Франківська,Надворнянський район,Уточнюється,24.4803568,48.56302,14,2,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Фітьків,24.6054021,48.7011321,1,1,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Цуцилів,24.6394725,48.733413,2,0,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Черник,24.350908,48.4925757,2,0,0,0
2020-05-12,Івано-Франківська,Надворнянський район,Чорні Ослави,24.7414407,48.4584868,1,1,0,1
2020-05-12,Івано-Франківська,Поляниця,Поляниця,24.405498,48.3623404,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Бабухів,24.6096812,49.3601935,3,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Букачівці,24.4987913,49.2518098,5,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Васючин,24.4664208,49.3527261,2,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Верхня Липиця,24.7838844,49.3529988,2,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Вільхова,24.4825917,49.3295412,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Воскресинці,24.4238755,49.358914,1,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Журів,24.4457866,49.3081749,1,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Заланів,24.5412382,49.464112,1,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Залип'я,24.5809524,49.4348779,1,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Залужжя,24.600089,49.4055626,6,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Княгиничі,24.4607077,49.3803079,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Колоколин,24.4848228,49.2993943,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Конюшки,24.597941,49.3196852,2,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Луковець-Вишнівський,24.3651702,49.2925935,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Лучинці,24.6283586,49.3478673,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Мельна,24.4671987,49.5274199,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Нижня Липиця,24.792996,49.3212155,1,1,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Підмихайлівці,24.4528735,49.3321823,6,4,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Приозерне,24.4717438,49.4156081,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Рогатин,24.6106017,49.4099366,24,9,0,1
2020-05-12,Івано-Франківська,Рогатинський район,Світанок,24.7984117,49.2970365,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Уточнюється,24.6106017,49.4099366,3,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Чагрів,24.5335765,49.2964889,2,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Черче,24.5514001,49.4273682,4,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Чесники,24.7278969,49.390071,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Юнашків,24.6639218,49.3074276,1,0,0,0
2020-05-12,Івано-Франківська,Рогатинський район,Явче,24.5102794,49.3502689,1,1,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Берлоги,24.2449425,48.9652209,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Брошнів,24.1997554,48.9806379,5,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Брошнів-Осада,24.1867294,48.9942371,22,1,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Вербівка,24.2639126,48.8954883,7,2,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Верхній Струтинь,24.0720616,48.9234425,10,1,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Вільхівка,24.1859609,48.8514484,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Грабів,23.9988676,48.9075744,3,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Гриньків,24.1177244,48.6947577,6,3,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Дуба,24.165159,48.849404,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Камінь,24.2595478,48.923188,1,1,1,0
2020-05-12,Івано-Франківська,Рожнятівський район,Князівське,24.1444133,48.8660224,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Креховичі,24.1515463,49.0020549,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Кузьминець,24.0531279,48.6811521,1,1,0,1
2020-05-12,Івано-Франківська,Рожнятівський район,Лецівка,24.1117648,48.825251,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Лоп'янка,24.0372082,48.905784,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Небилів,24.2191248,48.8160472,20,5,0,1
2020-05-12,Івано-Франківська,Рожнятівський район,Нижній Струтинь,24.1202552,48.9394801,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Перегінське,24.187084,48.8178497,38,19,4,8
2020-05-12,Івано-Франківська,Рожнятівський район,Петранка,24.2958258,48.9003819,2,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Рівня,24.2198605,48.9213477,5,2,0,1
2020-05-12,Івано-Франківська,Рожнятівський район,Рожнятів,24.1594075,48.9361342,13,2,1,1
2020-05-12,Івано-Франківська,Рожнятівський район,Сваричів,24.1906345,48.9612707,12,4,0,3
2020-05-12,Івано-Франківська,Рожнятівський район,Слобода-Рівнянська,24.2152163,48.8929924,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Спас,24.0627668,48.8921262,2,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Суходіл,24.0129721,48.7924814,1,0,0,0
2020-05-12,Івано-Франківська,Рожнятівський район,Уточнюється,24.1594075,48.9361342,3,1,0,1
2020-05-12,Івано-Франківська,Рожнятівський район,Цінева,24.1626134,48.8966731,11,7,0,1
2020-05-12,Івано-Франківська,Рожнятівський район,Ясень,24.1735498,48.7449025,9,5,0,3
2020-05-12,Івано-Франківська,Снятинський район,Балинці,25.2871884,48.554501,1,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Белелуя,25.4767069,48.5005394,1,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Бучачки,25.2935502,48.5343259,1,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Видинів,25.4447194,48.4494004,2,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Вовчківці,25.390454,48.4728674,15,8,0,8
2020-05-12,Івано-Франківська,Снятинський район,Ганьківці,25.4181613,48.5464073,1,1,0,0
2020-05-12,Івано-Франківська,Снятинський район,Джурів,25.30874,48.3961623,2,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Заболотів,25.2792457,48.4723378,4,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Заболотів,25.2842852,48.4674954,1,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Задубрівці,25.4488337,48.5338279,2,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Іллінці,25.2821814,48.4396744,2,1,0,0
2020-05-12,Івано-Франківська,Снятинський район,Келихів,25.3312994,48.4901174,1,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Кулачківці,25.3010987,48.5579138,1,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Потічок,25.5574721,48.486746,1,1,0,0
2020-05-12,Івано-Франківська,Снятинський район,Снятин,25.5699107,48.4464244,11,4,0,3
2020-05-12,Івано-Франківська,Снятинський район,Тулуків,25.3140216,48.4641799,2,1,0,1
2020-05-12,Івано-Франківська,Снятинський район,Устя,25.4822715,48.4685317,3,2,0,2
2020-05-12,Івано-Франківська,Снятинський район,Уточнюється,25.5699107,48.4464244,1,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Хлібичин,25.2611887,48.4712381,2,0,0,0
2020-05-12,Івано-Франківська,Снятинський район,Хом'яківка,25.2989266,48.5757803,2,0,0,0
2020-05-12,Івано-Франківська,Татарів,Татарів,24.5753746,48.3424531,1,1,0,0
2020-05-12,Івано-Франківська,Тисів,Тисів,23.7645316,49.0497566,4,2,0,1
2020-05-12,Івано-Франківська,Тисменицький район,Березівка,24.6939613,48.8265471,1,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Березівка,24.6955002,48.8258328,1,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Братківці,24.720822,48.8097256,13,2,1,0
2020-05-12,Івано-Франківська,Тисменицький район,Вільшаниця,24.877762,48.9505837,10,4,0,1
2020-05-12,Івано-Франківська,Тисменицький район,Вовчинець,24.747457,48.9482352,14,3,0,1
2020-05-12,Івано-Франківська,Тисменицький район,Ганнусівка,24.8073703,49.0056376,3,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Довге,24.9192688,49.0336885,1,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Драгомирчани,24.6388605,48.8885832,6,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Єзупіль,24.776477,49.0435841,11,3,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Загвіздя,24.6653537,48.9240653,16,6,1,3
2020-05-12,Івано-Франківська,Тисменицький район,Клубівці,24.9133598,48.9155767,4,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Клузів,24.7263491,48.9530515,5,1,1,0
2020-05-12,Івано-Франківська,Тисменицький район,Красилівка,24.883232,48.7832272,1,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Липівка,24.7628783,48.8001204,17,4,0,2
2020-05-12,Івано-Франківська,Тисменицький район,Лисець,24.6091815,48.8725755,36,3,0,1
2020-05-12,Івано-Франківська,Тисменицький район,Майдан,24.5724885,49.0054413,1,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Марківці,24.8027619,48.8337987,2,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Милування,24.9195756,48.9678097,2,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Одаї,24.8414571,48.8182389,1,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Павлівка,24.6464379,48.9886701,4,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Підлісся,24.6085659,48.8994768,9,3,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Підлужжя,24.7673609,48.9329656,10,4,0,2
2020-05-12,Івано-Франківська,Тисменицький район,Підпечери,24.8066465,48.9293417,8,1,0,1
2020-05-12,Івано-Франківська,Тисменицький район,Побережжя,24.8204946,49.0174012,5,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Погоня,24.8851498,48.8831907,28,8,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Посіч,24.5665746,48.9023035,1,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Пшеничники,24.8790638,48.8698518,7,6,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Радча,24.6571452,48.8509774,12,2,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Рибне,24.6101097,48.9540284,1,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Рошнів,24.9024854,48.9838214,2,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Сілець,24.7269903,49.0329138,1,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Сілець,24.7288364,49.0383439,6,2,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Слобідка,24.8770289,48.8221156,9,4,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Старий Лисець,24.599229,48.8801847,20,2,1,0
2020-05-12,Івано-Франківська,Тисменицький район,Старі Кривотули,24.858092,48.7836537,7,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Стебник,24.5787995,48.8580657,3,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Стриганці,24.9092152,49.0024154,4,1,0,1
2020-05-12,Івано-Франківська,Тисменицький район,Тисмениця,24.8519696,48.9001898,52,12,0,4
2020-05-12,Івано-Франківська,Тисменицький район,Тязів,24.689886,49.021714,4,0,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Угринів,24.6800199,48.9582445,15,6,0,3
2020-05-12,Івано-Франківська,Тисменицький район,Уточнюється,24.8515173,48.9271025,20,7,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Хом'яківка,24.8303611,48.8542452,7,2,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Черніїв,24.7115438,48.8546426,17,5,0,3
2020-05-12,Івано-Франківська,Тисменицький район,Чорнолізці,24.8993085,48.8277019,3,1,0,0
2020-05-12,Івано-Франківська,Тисменицький район,Чукалівка,24.6916694,48.8698773,31,8,1,2
2020-05-12,Івано-Франківська,Тисменицький район,Ямниця,24.7046823,48.9848066,24,4,0,3
2020-05-12,Івано-Франківська,Тлумацький район,Антонівка,25.0612847,48.9465097,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Бортники,25.0328863,48.7701095,2,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Буківна,24.9693953,48.9684162,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Вікняни,25.0805536,48.8863491,5,4,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Гавриляк,25.2101169,48.7248985,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Гарасимів,25.2168301,48.7634982,4,1,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Гончарівка,25.022619,48.8669113,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Гринівці,24.9579334,48.8356234,2,1,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Делева,25.2213452,48.9126604,2,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Долина,25.2091171,48.8591343,1,1,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Живачів,25.1675432,48.801783,6,2,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Жуків,25.1076223,48.7046198,8,5,2,1
2020-05-12,Івано-Франківська,Тлумацький район,Колінці,24.9619767,48.8467459,2,1,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Королівка,25.0016453,48.809462,3,1,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Кутище,25.1175047,48.9072941,4,2,0,2
2020-05-12,Івано-Франківська,Тлумацький район,Мельники,25.0280189,48.8261309,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Надорожна,24.9418751,48.882199,7,3,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Нижнів,25.0939642,48.9436356,2,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Обертин,25.1747279,48.6943534,2,1,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Одаїв,25.1554728,48.8602289,2,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Озеряни,25.1052593,48.8015294,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Олеша,25.1385209,48.8366824,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Олешів,24.9844754,48.9434597,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Остриня,24.9650893,48.9251212,3,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Палагичі,24.9948437,48.9021585,4,2,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Петрилів,25.0000943,48.9828184,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Підвербці,25.2312318,48.8056938,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Попелів,25.0385407,48.882669,4,1,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Прибилів,24.9944324,48.7723125,2,1,0,1
2020-05-12,Івано-Франківська,Тлумацький район,Пужники,25.060196,48.765122,2,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Тарасівка,25.0473206,48.851142,1,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Тлумач,24.9968117,48.8588029,47,23,0,11
2020-05-12,Івано-Франківська,Тлумацький район,Уточнюється,25.0317585,48.8641269,2,0,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Хотимир,25.107806,48.7567516,2,1,0,0
2020-05-12,Івано-Франківська,Тлумацький район,Яківка,25.1707932,48.6631824,1,0,0,0
2020-05-12,Івано-Франківська,Угорники,Угорники,24.7620431,48.9180992,8,3,0,0
